2026-06-15T17:47:59.538Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:48:01.421Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:48:01.427Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:48:01.427Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T08:48:02.584Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-16T08:48:02.588Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-16T08:48:02.588Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-16T11:11:36.392Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.392Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.393Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.393Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.394Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.399Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.399Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.395Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.397Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.395Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.404Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.398Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.405Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.410Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.404Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.410Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.408Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.406Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.421Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.428Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.440Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.442Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.442Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.443Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.467Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.454Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.473Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.473Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.482Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.490Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.414Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.491Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.519Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.519Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.525Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.534Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.535Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.472Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.562Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.563Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.665Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.665Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.827Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.851Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.868Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.868Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.899Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.920Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.921Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.931Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.934Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.945Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.950Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.953Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.953Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.968Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:36.969Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.976Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:36.981Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:37.011Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:37.008Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:37.029Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:37.029Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:37.035Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:37.059Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:37.059Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:37.064Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:37.067Z | SIGTERM | {"signal":"SIGTERM"} | SUCCESS | RESPONSE: {"status":"shutting_down"}
2026-06-16T11:11:37.068Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:37.070Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:37.077Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:37.113Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:37.116Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:37.119Z | connection_closed | {} | SUCCESS | RESPONSE: {"status":"closed"}
2026-06-16T11:11:37.697Z | uncaughtException | {"error":"write EPIPE","stack":"Error: write EPIPE\n    at afterWriteDispatched (node:internal/stream_base_commons:159:15)\n    at writeGeneric (node:internal/stream_base_commons:150:3)\n    at Socket._writeGeneric (node:net:967:11)\n    at Socket._write (node:net:979:8)\n    at writeOrBuffer (node:internal/streams/writable:572:12)\n    at _write (node:internal/streams/writable:501:10)\n    at Writable.write (node:internal/streams/writable:510:10)\n    at console.value (node:internal/console/constructor:303:16)\n    at console.error (node:internal/console/constructor:433:26)\n    at Commander.<anonymous> (/home/ddicgegd/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/utils/redis-connection.js:46:17)"} | write EPIPE | RESPONSE: null
2026-06-16T11:11:37.705Z | uncaughtException | {"error":"write EPIPE","stack":"Error: write EPIPE\n    at afterWriteDispatched (node:internal/stream_base_commons:159:15)\n    at writeGeneric (node:internal/stream_base_commons:150:3)\n    at Socket._writeGeneric (node:net:967:11)\n    at Socket._write (node:net:979:8)\n    at writeOrBuffer (node:internal/streams/writable:572:12)\n    at _write (node:internal/streams/writable:501:10)\n    at Writable.write (node:internal/streams/writable:510:10)\n    at console.value (node:internal/console/constructor:303:16)\n    at console.error (node:internal/console/constructor:433:26)\n    at Commander.<anonymous> (/home/ddicgegd/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/utils/redis-connection.js:46:17)"} | write EPIPE | RESPONSE: null
2026-06-16T11:11:37.783Z | uncaughtException | {"error":"write EPIPE","stack":"Error: write EPIPE\n    at afterWriteDispatched (node:internal/stream_base_commons:159:15)\n    at writeGeneric (node:internal/stream_base_commons:150:3)\n    at Socket._writeGeneric (node:net:967:11)\n    at Socket._write (node:net:979:8)\n    at writeOrBuffer (node:internal/streams/writable:572:12)\n    at _write (node:internal/streams/writable:501:10)\n    at Writable.write (node:internal/streams/writable:510:10)\n    at console.value (node:internal/console/constructor:303:16)\n    at console.error (node:internal/console/constructor:433:26)\n    at Commander.<anonymous> (/home/ddicgegd/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/utils/redis-connection.js:46:17)"} | write EPIPE | RESPONSE: null
2026-06-23T00:33:40.907Z | server_start | {"name":"redis-mcp-server","version":"1.0.0","logDir":"./logs","logFile":"logs/mcp-redis.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-06-23T00:33:40.909Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: null
2026-06-23T00:33:40.910Z | initialize | {"protocolVersion":"2024-11-05","capabilities":{},"clientInfo":{"name":"@cline/core","version":"0.0.0"}} | SUCCESS | RESPONSE: {"protocolVersion":"2024-11-05","capabilities":{"tools":{"listChanged":false}},"serverInfo":{"name":"redis-mcp-server","version":"1.0.0"}}
2026-06-23T00:33:46.721Z | uncaughtException | {"error":"write EPIPE","stack":"Error: write EPIPE\n    at afterWriteDispatched (node:internal/stream_base_commons:159:15)\n    at writeGeneric (node:internal/stream_base_commons:150:3)\n    at Socket._writeGeneric (node:net:967:11)\n    at Socket._write (node:net:979:8)\n    at writeOrBuffer (node:internal/streams/writable:572:12)\n    at _write (node:internal/streams/writable:501:10)\n    at Writable.write (node:internal/streams/writable:510:10)\n    at console.value (node:internal/console/constructor:303:16)\n    at console.error (node:internal/console/constructor:433:26)\n    at Commander.<anonymous> (/home/ddicgegd/.npm/_npx/8f29fc7cc5e5b4c7/node_modules/@liangshanli/mcp-server-redis/src/utils/redis-connection.js:46:17)"} | write EPIPE | RESPONSE: null
